token	frequency	bucket	is_propn	caps_majority	lemma
glittered	5	common_gap	0	0	glitter
gorgeous	5	common_gap	0	0	gorgeous
granddad	5	proper_noun	1	0	granddad
granddaughter	5	proper_noun	1	0	granddaughter
gratitude	5	common_gap	0	0	gratitude
groom	5	common_gap	0	0	groom
growl	5	common_gap	0	0	growl
hamster	5	common_gap	0	0	hamster
handful	5	common_gap	0	0	handful
handsome	5	common_gap	0	0	handsome
healing	5	common_gap	0	0	healing
instincts	5	common_gap	0	0	instinct
inviting	5	inflection_miss	0	0	invite
jaqui	5	proper_noun	1	1	jaqui
jason	5	proper_noun	1	1	jason
jay	5	proper_noun	1	1	jay
joseph	5	proper_noun	1	1	joseph
junk	5	common_gap	0	0	junk
kayaking	5	common_gap	0	0	kayak
knobs	5	common_gap	0	0	knob
lap	5	common_gap	0	0	lap
lava	5	common_gap	0	0	lava
leaks	5	common_gap	0	0	leak
lettuce	5	common_gap	0	0	lettuce
licking	5	common_gap	0	0	lick
lina	5	proper_noun	1	1	lina
mabel	5	proper_noun	1	1	mabel
marty	5	proper_noun	1	1	marty
masterpiece	5	common_gap	0	0	masterpiece
meg	5	proper_noun	1	1	meg
mel	5	proper_noun	1	1	mel
micky	5	proper_noun	1	1	micky
mint	5	common_gap	0	0	mint
moni	5	proper_noun	1	1	moni
mr	5	proper_noun	1	1	mr
mushrooms	5	common_gap	0	0	mushroom
nasty	5	common_gap	0	0	nasty
naughtiness	5	common_gap	0	0	naughtiness
neatly	5	common_gap	0	0	neatly
oatmeal	5	common_gap	0	0	oatmeal
pandas	5	common_gap	0	0	panda
patted	5	common_gap	0	0	pat
peacefully	5	common_gap	0	0	peacefully
peculiar	5	common_gap	0	0	peculiar
pedaled	5	common_gap	0	0	pedal
peggy	5	proper_noun	1	1	peggy
pies	5	common_gap	0	0	pie
pinched	5	common_gap	0	0	pinch
pistol	5	common_gap	0	0	pistol
pitcher	5	common_gap	0	0	pitcher
pitchfork	5	common_gap	0	0	pitchfork
plucked	5	common_gap	0	0	pluck
pouted	5	common_gap	0	0	pout
preschool	5	common_gap	0	0	preschool
prickly	5	common_gap	0	0	prickly
rail	5	common_gap	0	0	rail
raindrops	5	common_gap	0	0	raindrop
rang	5	proper_noun	1	0	rang
reunited	5	common_gap	0	0	reunite
reversing	5	common_gap	0	0	reverse
richie	5	proper_noun	1	1	richie
rip	5	common_gap	0	0	rip
ruin	5	common_gap	0	0	ruin
salty	5	common_gap	0	0	salty
sandpit	5	common_gap	0	0	sandpit
santa	5	proper_noun	1	1	santa
scratched	5	common_gap	0	0	scratch
seashells	5	common_gap	0	0	seashell
shaun	5	proper_noun	1	1	shaun
simon	5	proper_noun	1	1	simon
skips	5	common_gap	0	0	skip
smiley	5	common_gap	0	0	smiley
sneaky	5	common_gap	0	0	sneaky
snowflakes	5	common_gap	0	0	snowflake
sol	5	proper_noun	1	1	sol
sprinkled	5	common_gap	0	0	sprinkle
spy	5	common_gap	0	0	spy
steven	5	proper_noun	1	1	steven
straw	5	common_gap	0	0	straw
streamers	5	common_gap	0	0	streamer
sway	5	common_gap	0	0	sway
swaying	5	common_gap	0	0	sway
sweetest	5	proper_noun	1	0	sweetest
syrup	5	common_gap	0	0	syrup
tara	5	proper_noun	1	1	tara
terrified	5	common_gap	0	0	terrify
textures	5	common_gap	0	0	texture
threads	5	common_gap	0	0	thread
tickling	5	common_gap	0	0	tickle
tingle	5	common_gap	0	0	tingle
torn	5	inflection_miss	0	0	tear
townspeople	5	common_gap	0	0	townspeople
twisty	5	common_gap	0	0	twisty
unfamiliar	5	common_gap	0	0	unfamiliar
wept	5	common_gap	0	0	weep
wetter	5	common_gap	0	0	wetter
whee	5	proper_noun	1	1	whee
whipped	5	common_gap	0	0	whip
wiggle	5	common_gap	0	0	wiggle
wobble	5	common_gap	0	0	wobble
workman	5	common_gap	0	0	workman
yelped	5	common_gap	0	0	yelp
aisle	4	common_gap	0	0	aisle
amelia	4	proper_noun	1	1	amelia
angrily	4	common_gap	0	0	angrily
apologised	4	common_gap	0	0	apologise
astonished	4	common_gap	0	0	astonish
avocados	4	common_gap	0	0	avocado
badge	4	common_gap	0	0	badge
bakery	4	common_gap	0	0	bakery
behaviour	4	common_gap	0	0	behaviour
belongings	4	common_gap	0	0	belonging
bizzy	4	proper_noun	1	1	bizzy
blink	4	common_gap	0	0	blink
bog	4	common_gap	0	0	bog
bolt	4	common_gap	0	0	bolt
bookmark	4	common_gap	0	0	bookmark
bounded	4	common_gap	0	0	bound
bowing	4	common_gap	0	0	bow
braver	4	common_gap	0	0	braver
brightened	4	common_gap	0	0	brighten
bubbly	4	common_gap	0	0	bubbly
bushy	4	common_gap	0	0	bushy
caw	4	proper_noun	1	1	caw
centre	4	common_gap	0	0	centre
cheetah	4	common_gap	0	0	cheetah
chewing	4	common_gap	0	0	chew
chews	4	common_gap	0	0	chew
chilli	4	proper_noun	1	0	chilli
chilly	4	common_gap	0	0	chilly
chopped	4	common_gap	0	0	chop
claps	4	common_gap	0	0	clap
cleaning	4	inflection_miss	0	0	clean
clover	4	common_gap	0	0	clover
clucked	4	common_gap	0	0	cluck
coco	4	proper_noun	1	1	coco
compass	4	common_gap	0	0	compass
confusion	4	common_gap	0	0	confusion
cord	4	common_gap	0	0	cord
cosy	4	common_gap	0	0	cosy
cracked	4	common_gap	0	0	crack
croaked	4	common_gap	0	0	croak
crystals	4	common_gap	0	0	crystal
cuddles	4	common_gap	0	0	cuddle
cuddling	4	common_gap	0	0	cuddle
cynthia	4	proper_noun	1	1	cynthia
debby	4	proper_noun	1	1	debby
disappointment	4	common_gap	0	0	disappointment
disturbing	4	common_gap	0	0	disturb
dolphins	4	common_gap	0	0	dolphin
donna	4	proper_noun	1	1	donna
dory	4	proper_noun	1	1	dory
dreammaker	4	common_gap	0	0	dreammaker
embarrassment	4	common_gap	0	0	embarrassment
energetic	4	common_gap	0	0	energetic
explorer	4	common_gap	0	0	explorer
fade	4	common_gap	0	0	fade
fairies	4	common_gap	0	0	fairy
felt	4	inflection_miss	0	0	feel
fetch	4	common_gap	0	0	fetch
fetched	4	common_gap	0	0	fetch
finished	4	inflection_miss	0	0	finish
flopped	4	common_gap	0	0	flop
foal	4	common_gap	0	0	foal
folders	4	common_gap	0	0	folder
fondly	4	common_gap	0	0	fondly
freddie	4	proper_noun	1	1	freddie
gator	4	common_gap	0	0	gator
gladly	4	common_gap	0	0	gladly
glittering	4	common_gap	0	0	glitter
guardian	4	proper_noun	1	0	guardian
halley	4	proper_noun	1	1	halley
halloween	4	proper_noun	1	1	halloween
handed	4	inflection_miss	0	0	hand
handkerchief	4	common_gap	0	0	handkerchief
hedgehog	4	common_gap	0	0	hedgehog
helmets	4	common_gap	0	0	helmet
herbs	4	common_gap	0	0	herb
hideout	4	common_gap	0	0	hideout
hind	4	common_gap	0	0	hind
hips	4	common_gap	0	0	hip
hungrily	4	common_gap	0	0	hungrily
icicle	4	common_gap	0	0	icicle
igloos	4	proper_noun	1	0	igloo
jemma	4	proper_noun	1	1	jemma
jojo	4	proper_noun	1	1	jojo
ken	4	proper_noun	1	1	ken
kittens	4	common_gap	0	0	kitten
leah	4	proper_noun	1	1	leah
limes	4	common_gap	0	0	lime
lizards	4	common_gap	0	0	lizard
louise	4	proper_noun	1	1	louise
maid	4	common_gap	0	0	maid
matty	4	proper_noun	1	1	matty
meant	4	inflection_miss	0	0	mean
mesmerized	4	common_gap	0	0	mesmerize
miracle	4	common_gap	0	0	miracle
mischievous	4	common_gap	0	0	mischievous
mister	4	proper_noun	1	0	mister
momma	4	proper_noun	1	0	momma
moo	4	proper_noun	1	0	moo
mueca	4	proper_noun	1	0	mueca
munch	4	common_gap	0	0	munch
necklaces	4	common_gap	0	0	necklace
overcome	4	common_gap	0	0	overcome
overhead	4	common_gap	0	0	overhead
owls	4	common_gap	0	0	owl
paige	4	proper_noun	1	1	paige
peck	4	common_gap	0	0	peck
peeking	4	common_gap	0	0	peek
peel	4	common_gap	0	0	peel
peeped	4	common_gap	0	0	peep
penguins	4	common_gap	0	0	penguin
pepperoni	4	common_gap	0	0	pepperoni
petal	4	common_gap	0	0	petal
picnics	4	common_gap	0	0	picnic
piggy	4	proper_noun	1	0	piggy
pizzas	4	common_gap	0	0	pizza
playroom	4	common_gap	0	0	playroom
plopped	4	common_gap	0	0	plop
pods	4	common_gap	0	0	pod
polar	4	common_gap	0	0	polar
polished	4	common_gap	0	0	polish
puff	4	common_gap	0	0	puff
pumpkins	4	common_gap	0	0	pumpkin
quieter	4	common_gap	0	0	quieter
racers	4	common_gap	0	0	racer
radish	4	common_gap	0	0	radish
raincoat	4	common_gap	0	0	raincoat
randy	4	proper_noun	1	1	randy
riding	4	inflection_miss	0	0	rid
ringing	4	inflection_miss	0	0	ring
roars	4	common_gap	0	0	roar
robby	4	proper_noun	1	1	robby
rooster	4	common_gap	0	0	rooster
saila	4	proper_noun	1	1	saila
scoop	4	common_gap	0	0	scoop
scooted	4	common_gap	0	0	scoot
scrambled	4	common_gap	0	0	scramble
scrub	4	common_gap	0	0	scrub
shave	4	common_gap	0	0	shave
shone	4	inflection_miss	0	0	shine
sighs	4	common_gap	0	0	sigh
smashed	4	common_gap	0	0	smash
sniff	4	common_gap	0	0	sniff
sniffing	4	common_gap	0	0	sniff
snuggle	4	common_gap	0	0	snuggle
sobbed	4	common_gap	0	0	sob
sparks	4	common_gap	0	0	spark
spits	4	common_gap	0	0	spit
splashes	4	common_gap	0	0	splash
squishy	4	common_gap	0	0	squishy
stacked	4	common_gap	0	0	stack
stan	4	proper_noun	1	1	stan
stern	4	common_gap	0	0	stern
stormy	4	common_gap	0	0	stormy
stretching	4	inflection_miss	1	0	stretch
stuffing	4	inflection_miss	0	0	stuff
stumble	4	common_gap	0	0	stumble
suitcases	4	common_gap	0	0	suitcase
sunscreen	4	common_gap	0	0	sunscreen
swans	4	common_gap	0	0	swan
swayed	4	common_gap	0	0	sway
swirl	4	common_gap	0	0	swirl
tablecloth	4	common_gap	0	0	tablecloth
taped	4	common_gap	0	0	tap
tapping	4	common_gap	0	0	tap
theatre	4	common_gap	0	0	theatre
thud	4	common_gap	0	0	thud
thumbs	4	common_gap	0	0	thumb
tidied	4	common_gap	0	0	tidy
tidying	4	common_gap	0	0	tidying
timer	4	common_gap	0	0	timer
toddlers	4	common_gap	0	0	toddler
toto	4	proper_noun	1	1	toto
trotted	4	common_gap	0	0	trot
tummies	4	common_gap	0	0	tummy
twinkled	4	common_gap	0	0	twinkle
underwater	4	common_gap	0	0	underwater
unkind	4	common_gap	0	0	unkind
unripe	4	common_gap	0	0	unripe
untied	4	common_gap	0	0	untie
vanilla	4	common_gap	0	0	vanilla
veggies	4	common_gap	0	0	veggie
vessel	4	common_gap	0	0	vessel
vibrant	4	common_gap	0	0	vibrant
wally	4	proper_noun	1	1	wally
wanna	4	common_gap	0	0	wanna
watering	4	inflection_miss	0	0	water
wax	4	common_gap	0	0	wax
wilbur	4	proper_noun	1	1	wilbur
winnie	4	proper_noun	1	1	winnie
wipes	4	common_gap	0	0	wipe
wiping	4	common_gap	0	0	wipe
wobbled	4	common_gap	0	0	wobble
wrist	4	common_gap	0	0	wrist
yells	4	common_gap	0	0	yell
zebras	4	common_gap	0	0	zebra
abc	3	proper_noun	1	1	abc
abracadabra	3	proper_noun	1	1	abracadabra
accomplish	3	common_gap	0	0	accomplish
ache	3	common_gap	0	0	ache
adjusted	3	common_gap	0	0	adjust
alongside	3	common_gap	0	0	alongside
aloud	3	common_gap	0	0	aloud
angels	3	common_gap	0	0	angel
aroma	3	common_gap	0	0	aroma
attendant	3	common_gap	0	0	attendant
awoke	3	proper_noun	1	0	awake
awoken	3	common_gap	0	0	awoken
balanced	3	common_gap	0	0	balanced
balancing	3	inflection_miss	0	0	balance
bamboo	3	common_gap	0	0	bamboo
beams	3	common_gap	0	0	beam
bellies	3	common_gap	0	0	belly
bellowed	3	common_gap	0	0	bellow
benches	3	common_gap	0	0	bench
birdy	3	proper_noun	1	1	birdy
blast	3	common_gap	0	0	blast
blew	3	inflection_miss	0	0	blow
bluebird	3	common_gap	0	0	bluebird
booth	3	common_gap	0	0	booth
bridle	3	common_gap	0	0	bridle
brilliantly	3	common_gap	0	0	brilliantly
builders	3	common_gap	0	0	builder
burger	3	common_gap	0	0	burger
burning	3	inflection_miss	0	0	burn
buster	3	proper_noun	1	1	buster
buzzer	3	common_gap	0	0	buzzer
cages	3	common_gap	0	0	cage
calf	3	common_gap	0	0	calf
catcher	3	common_gap	0	0	catcher
cauliflowers	3	common_gap	0	0	cauliflower
caution	3	common_gap	0	0	caution
caves	3	common_gap	0	0	cave
checkout	3	common_gap	0	0	checkout
chick	3	common_gap	0	0	chick
classmates	3	common_gap	0	0	classmate
climbing	3	inflection_miss	0	0	climb
cloudy	3	common_gap	0	0	cloudy
clutching	3	common_gap	0	0	clutch
cocked	3	common_gap	0	0	cock
coconut	3	common_gap	0	0	coconut
comforting	3	inflection_miss	0	0	comfort
companion	3	common_gap	0	0	companion
complimented	3	common_gap	0	0	compliment
congratulated	3	common_gap	0	0	congratulate
continued	3	inflection_miss	0	0	continue
crawls	3	common_gap	0	0	crawl
creepy	3	proper_noun	1	0	creepy
crouched	3	common_gap	0	0	crouch
crunching	3	common_gap	0	0	crunch
cuddly	3	common_gap	0	0	cuddly
darted	3	common_gap	0	0	dart
dashed	3	common_gap	0	0	dash
dining	3	common_gap	0	0	dining
dip	3	common_gap	0	0	dip
dips	3	common_gap	0	0	dip
dived	3	common_gap	0	0	dive
dollhouse	3	common_gap	0	0	dollhouse
dreamed	3	inflection_miss	0	0	dream
duckling	3	common_gap	0	0	duckle
elder	3	common_gap	0	0	elder
encouraging	3	common_gap	0	0	encouraging
energized	3	common_gap	0	0	energize
english	3	proper_noun	1	1	english
envelopes	3	common_gap	0	0	envelope
everytime	3	proper_noun	1	1	everytime
fading	3	common_gap	0	0	fade
faint	3	common_gap	0	0	faint
flips	3	common_gap	0	0	flips
foreshadowed	3	common_gap	0	0	foreshadow
frosty	3	proper_noun	1	1	frosty
gardener	3	common_gap	0	0	gardener
gazing	3	common_gap	0	0	gaze
giggles	3	common_gap	0	0	giggle
glistening	3	common_gap	0	0	glisten
glittery	3	common_gap	0	0	glittery
glows	3	common_gap	0	0	glow
goodies	3	common_gap	0	0	goody
goodness	3	common_gap	0	0	goodness
grasped	3	common_gap	0	0	grasp
grazing	3	common_gap	0	0	graze
grumbled	3	common_gap	0	0	grumble
gulped	3	common_gap	0	0	gulp
hammering	3	common_gap	0	0	hammer
harmony	3	common_gap	0	0	harmony
harvested	3	common_gap	0	0	harvest
hatched	3	common_gap	0	0	hatch
heartbroken	3	common_gap	0	0	heartbroken
homeless	3	common_gap	0	0	homeless
honeybee	3	common_gap	0	0	honeybee
hoo	3	proper_noun	1	0	hoo
hooked	3	common_gap	0	0	hook
humming	3	common_gap	0	0	hum
inserted	3	common_gap	0	0	insert
jars	3	common_gap	0	0	jar
jimbo	3	proper_noun	1	1	jimbo
jo	3	proper_noun	1	1	jo
jody	3	proper_noun	1	1	jody
joyful	3	common_gap	0	0	joyful
juiciest	3	common_gap	0	0	juicy
keen	3	common_gap	0	0	keen
kit	3	common_gap	0	0	kit
leafy	3	common_gap	0	0	leafy
leapt	3	common_gap	0	0	leapt
levers	3	common_gap	0	0	lever
lioness	3	common_gap	0	0	lioness
lobby	3	common_gap	0	0	lobby
lollipops	3	common_gap	0	0	lollipop
loneliness	3	common_gap	0	0	loneliness
lunchtime	3	common_gap	0	0	lunchtime
marked	3	inflection_miss	0	0	mark
mat	3	common_gap	0	0	mat
matilda	3	proper_noun	1	1	matilda
meadows	3	common_gap	0	0	meadow
melodies	3	common_gap	0	0	melody
moonwalk	3	common_gap	0	0	moonwalk
motion	3	common_gap	0	0	motion
mustered	3	common_gap	0	0	muster
napkins	3	common_gap	0	0	napkin
naps	3	common_gap	0	0	nap
nests	3	common_gap	0	0	nest
nibbled	3	common_gap	0	0	nibble
nicer	3	common_gap	0	0	nicer
nuzzled	3	common_gap	0	0	nuzzle
obediently	3	common_gap	0	0	obediently
ornament	3	common_gap	0	0	ornament
outfits	3	common_gap	0	0	outfit
outing	3	inflection_miss	0	0	out
padlock	3	common_gap	0	0	padlock
parcel	3	common_gap	0	0	parcel
peddled	3	common_gap	0	0	peddle
percy	3	proper_noun	1	1	percy
persistence	3	common_gap	0	0	persistence
phew	3	proper_noun	1	1	phew
pigeons	3	common_gap	0	0	pigeon
playhouse	3	common_gap	0	0	playhouse
pluck	3	common_gap	0	0	pluck
plug	3	common_gap	0	0	plug
pointy	3	common_gap	0	0	pointy
pony	3	common_gap	0	0	pony
porridge	3	common_gap	0	0	porridge
pouch	3	common_gap	0	0	pouch
practising	3	common_gap	0	0	practise
prey	3	common_gap	0	0	prey
pro	3	common_gap	0	0	pro
protector	3	common_gap	0	0	protector
puzzled	3	common_gap	0	0	puzzle
quacked	3	common_gap	0	0	quack
raked	3	common_gap	0	0	rake
rays	3	common_gap	0	0	ray
reappeared	3	common_gap	0	0	reappear
reflection	3	common_gap	0	0	reflection
rejoiced	3	common_gap	0	0	rejoice
relic	3	common_gap	0	0	relic
restored	3	common_gap	0	0	restore
resumed	3	common_gap	0	0	resume
riverbank	3	common_gap	0	0	riverbank
roamed	3	common_gap	0	0	roam
rolly	3	proper_noun	1	1	rolly
rosy	3	common_gap	0	0	rosy
rotted	3	common_gap	0	0	rot
rudy	3	proper_noun	1	1	rudy
ruffled	3	common_gap	0	0	ruffle
rumour	3	common_gap	0	0	rumour
sacks	3	common_gap	0	0	sack
saddle	3	common_gap	0	0	saddle
scattering	3	common_gap	0	0	scatter
seagulls	3	common_gap	0	0	seagull
seahorse	3	common_gap	0	0	seahorse
seatbelt	3	common_gap	0	0	seatbelt
seesaw	3	common_gap	0	0	seesaw
sensation	3	common_gap	0	0	sensation
sewed	3	common_gap	0	0	sew
sewing	3	common_gap	0	0	sew
shaking	3	inflection_miss	0	0	shake
shh	3	proper_noun	1	1	shh
shimmered	3	common_gap	0	0	shimmer
shortly	3	common_gap	0	0	shortly
shrank	3	common_gap	0	0	shrank
shyly	3	common_gap	0	0	shyly
sideways	3	common_gap	0	0	sideways
sips	3	common_gap	0	0	sip
slithered	3	common_gap	0	0	slither
smoothie	3	common_gap	0	0	smoothie
sneaked	3	common_gap	0	0	sneak
sniffled	3	common_gap	0	0	sniffle
sniffs	3	common_gap	0	0	sniff
snowball	3	common_gap	0	0	snowball
softened	3	common_gap	0	0	soften
sparrow	3	common_gap	0	0	sparrow
spat	3	common_gap	0	0	spat
spice	3	common_gap	0	0	spice
spill	3	common_gap	0	0	spill
spilling	3	common_gap	0	0	spill
spills	3	common_gap	0	0	spill
spoiling	3	common_gap	0	0	spoil
sprinkle	3	common_gap	0	0	sprinkle
squinted	3	common_gap	0	0	squint
squirt	3	common_gap	0	0	squirt
stain	3	common_gap	0	0	stain
stairways	3	common_gap	0	0	stairway
stalks	3	common_gap	0	0	stalk
stems	3	common_gap	0	0	stem
storybook	3	common_gap	0	0	storybook
stroke	3	common_gap	0	0	stroke
strolled	3	common_gap	0	0	stroll
strum	3	common_gap	0	0	strum
stubbornness	3	common_gap	0	0	stubbornness
sturdy	3	common_gap	0	0	sturdy
sunsets	3	common_gap	0	0	sunset
surfboard	3	common_gap	0	0	surfboard
susan	3	proper_noun	1	1	susan
sweetly	3	common_gap	0	0	sweetly
swimsuit	3	common_gap	0	0	swimsuit
swirled	3	common_gap	0	0	swirl
teapot	3	common_gap	0	0	teapot
teaspoon	3	common_gap	0	0	teaspoon
teaspoons	3	common_gap	0	0	teaspoon
teddies	3	common_gap	0	0	teddie
temptation	3	common_gap	0	0	temptation
tempted	3	common_gap	0	0	tempt
tickly	3	common_gap	0	0	tickly
tournament	3	common_gap	0	0	tournament
traps	3	common_gap	0	0	trap
trusty	3	common_gap	0	0	trusty
tugging	3	common_gap	0	0	tug
tumbled	3	common_gap	0	0	tumble
turkeys	3	common_gap	0	0	turkey
twists	3	common_gap	0	0	twist
uncovered	3	common_gap	0	0	uncover
unicorn	3	common_gap	0	0	unicorn
unison	3	proper_noun	1	0	unison
unpacking	3	common_gap	0	0	unpack
untangle	3	common_gap	0	0	untangle
unwell	3	common_gap	0	0	unwell
useless	3	common_gap	0	0	useless
waddled	3	common_gap	0	0	waddle
waded	3	common_gap	0	0	wad
wag	3	common_gap	0	0	wag
whizzed	3	common_gap	0	0	whiz
whoa	3	proper_noun	1	1	whoa
windowsill	3	common_gap	0	0	windowsill
wobbly	3	common_gap	0	0	wobbly
workshop	3	common_gap	0	0	workshop
wrinkled	3	common_gap	0	0	wrinkle
yep	3	proper_noun	1	1	yep
yummiest	3	common_gap	0	0	yummy
zara	3	proper_noun	1	1	zara
zigzagged	3	common_gap	0	0	zigzag
zizz	3	proper_noun	1	1	zizz
accurately	2	common_gap	0	0	accurately
achoo	2	proper_noun	1	1	achoo
acrobats	2	common_gap	0	0	acrobat
ahhed	2	common_gap	0	0	ahhe
airplanes	2	common_gap	0	0	airplane
alas	2	common_gap	0	0	alas
aliens	2	common_gap	0	0	alien
amused	2	common_gap	0	0	amuse
anne	2	proper_noun	1	1	anne
anxiously	2	common_gap	0	0	anxiously
anyways	2	common_gap	0	0	anyways
appetite	2	common_gap	0	0	appetite
applauding	2	common_gap	0	0	applaud
aprons	2	common_gap	0	0	apron
artwork	2	common_gap	0	0	artwork
ashtrays	2	common_gap	0	0	ashtray
astounded	2	common_gap	0	0	astound
atop	2	common_gap	0	0	atop
awhile	2	common_gap	0	0	awhile
awkward	2	common_gap	0	0	awkward
baa	2	proper_noun	1	0	baa
backpacks	2	common_gap	0	0	backpack
baffled	2	common_gap	0	0	baffle
ballerina	2	proper_noun	1	0	ballerina
basin	2	common_gap	0	0	basin
bats	2	common_gap	0	0	bat
beady	2	common_gap	0	0	beady
beaming	2	common_gap	0	0	beam
beautifully	2	common_gap	0	0	beautifully
beeped	2	common_gap	0	0	beep
beetles	2	common_gap	0	0	beetle
beware	2	proper_noun	0	1	beware
bid	2	common_gap	0	0	bid
binoculars	2	common_gap	0	0	binocular
birdseed	2	common_gap	0	0	birdseed
blades	2	common_gap	0	0	blade
bled	2	common_gap	0	0	bleed
bleeding	2	common_gap	0	0	bleed
blended	2	common_gap	0	0	blend
bless	2	proper_noun	0	1	bless
blonde	2	common_gap	0	0	blonde
blooms	2	common_gap	0	0	bloom
blur	2	common_gap	0	0	blur
blushed	2	common_gap	0	0	blush
boar	2	common_gap	0	0	boar
boarding	2	common_gap	0	0	boarding
boney	2	proper_noun	1	1	boney
bookshelf	2	common_gap	0	0	bookshelf
boost	2	common_gap	0	0	boost
boundaries	2	common_gap	0	0	boundary
bowling	2	inflection_miss	0	0	bowl
bracelets	2	common_gap	0	0	bracelet
bravo	2	proper_noun	1	0	bravo
breadcrumbs	2	common_gap	0	0	breadcrumb
bristles	2	common_gap	0	0	bristle
bubblegum	2	common_gap	0	0	bubblegum
bubbles	2	inflection_miss	1	0	bubble
bud	2	common_gap	0	0	bud
buds	2	common_gap	0	0	bud
bulls	2	common_gap	0	0	bull
bundles	2	common_gap	0	0	bundle
buttery	2	common_gap	0	0	buttery
cabinets	2	common_gap	0	0	cabinet
campsite	2	common_gap	0	0	campsite
carefree	2	common_gap	0	0	carefree
carelessly	2	common_gap	0	0	carelessly
caring	2	inflection_miss	0	0	care
carriages	2	common_gap	0	0	carriage
carton	2	common_gap	0	0	carton
cautious	2	common_gap	0	0	cautious
chainsaw	2	common_gap	0	0	chainsaw
chaos	2	common_gap	0	0	chaos
chattered	2	common_gap	0	0	chatter
cheerfully	2	common_gap	0	0	cheerfully
cheers	2	common_gap	0	0	cheer
cherished	2	common_gap	0	0	cherish
chill	2	common_gap	0	0	chill
chimes	2	common_gap	0	0	chime
chirps	2	common_gap	0	0	chirp
christmas	2	proper_noun	1	1	christmas
chuckle	2	common_gap	0	0	chuckle
chugged	2	common_gap	0	0	chug
chugging	2	common_gap	0	0	chug
chunks	2	common_gap	0	0	chunk
cinema	2	common_gap	0	0	cinema
clem	2	proper_noun	1	1	clem
clippers	2	common_gap	0	0	clipper
clowns	2	common_gap	0	0	clown
cluck	2	common_gap	0	0	cluck
clung	2	common_gap	0	0	clung
cob	2	common_gap	0	0	cob
cobra	2	common_gap	0	0	cobra
coming	2	inflection_miss	0	0	come
convincing	2	inflection_miss	0	0	convince
coo	2	proper_noun	1	1	coo
cooed	2	common_gap	0	0	coo
cooperate	2	common_gap	0	0	cooperate
cooperation	2	common_gap	0	0	cooperation
coughing	2	common_gap	0	0	cough
courageous	2	common_gap	0	0	courageous
courtiers	2	common_gap	0	0	courtier
cowboy	2	common_gap	0	0	cowboy
cowboys	2	common_gap	0	0	cowboy
cozier	2	common_gap	0	0	cozier
crabs	2	common_gap	0	0	crab
creak	2	common_gap	0	0	creak
critter	2	common_gap	0	0	critter
crocodile	2	common_gap	0	0	crocodile
crowns	2	common_gap	0	0	crown
crying	2	inflection_miss	0	0	cry
cupcakes	2	common_gap	0	0	cupcake
cutest	2	common_gap	0	0	cute
daffodil	2	common_gap	0	0	daffodil
dandelions	2	common_gap	0	0	dandelion
darlings	2	common_gap	0	0	darling
desperately	2	common_gap	0	0	desperately
dials	2	common_gap	0	0	dial
disbelief	2	common_gap	0	0	disbelief
discouraged	2	common_gap	0	0	discourage
disgust	2	common_gap	0	0	disgust
dock	2	common_gap	0	0	dock
dodging	2	common_gap	0	0	dodge
doorbell	2	common_gap	0	0	doorbell
doorstep	2	common_gap	0	0	doorstep
dot	2	common_gap	0	0	dot
dozed	2	common_gap	0	0	doze
dozing	2	common_gap	0	0	doze
drains	2	common_gap	0	0	drain
drawers	2	common_gap	0	0	drawer
dreaming	2	inflection_miss	0	0	dream
drowned	2	common_gap	0	0	drown
dryer	2	common_gap	0	0	dryer
earrings	2	common_gap	0	0	earring
eating	2	inflection_miss	0	0	eat
elders	2	common_gap	0	0	elder
es	2	proper_noun	1	0	es
fallen	2	inflection_miss	0	0	fall
fascination	2	common_gap	0	0	fascination
fate	2	common_gap	0	0	fate
feasted	2	common_gap	0	0	feast
flavoring	2	common_gap	0	0	flavor
flickered	2	common_gap	0	0	flicker
flipped	2	common_gap	0	0	flip
flurry	2	common_gap	0	0	flurry
fond	2	common_gap	0	0	fond
footing	2	inflection_miss	0	0	foot
footsteps	2	common_gap	0	0	footstep
forehead	2	common_gap	0	0	forehead
forgiveness	2	common_gap	0	0	forgiveness
forgot	2	inflection_miss	0	0	forget
forts	2	common_gap	0	0	fort
fright	2	common_gap	0	0	fright
frisbee	2	common_gap	0	0	frisbee
frowns	2	common_gap	0	0	frown
froze	2	common_gap	0	0	froze
frustration	2	common_gap	0	0	frustration
fulfill	2	common_gap	0	0	fulfill
gadgets	2	common_gap	0	0	gadget
galloped	2	common_gap	0	0	gallop
gasp	2	common_gap	0	0	gasp
gasps	2	common_gap	0	0	gasp
gathering	2	inflection_miss	0	0	gather
gears	2	common_gap	0	0	gear
geese	2	proper_noun	1	0	geese
generosity	2	common_gap	0	0	generosity
gesture	2	common_gap	0	0	gesture
gestures	2	common_gap	0	0	gesture
giddy	2	proper_noun	1	0	giddy
gigantic	2	common_gap	0	0	gigantic
glanced	2	common_gap	0	0	glance
glided	2	common_gap	0	0	glide
glistened	2	common_gap	0	0	glisten
glitter	2	common_gap	0	0	glitter
glossy	2	common_gap	0	0	glossy
goats	2	common_gap	0	0	goat
golfer	2	common_gap	0	0	golfer
gone	2	inflection_miss	0	0	go
gracias	2	proper_noun	1	0	gracia
grandkids	2	common_gap	0	0	grandkid
grease	2	common_gap	0	0	grease
grip	2	common_gap	0	0	grip
groaned	2	common_gap	0	0	groan
gross	2	common_gap	0	0	gross
